doi,annee,titre,revue,citations,decision,motif,confiance,resume_present,preprint,source
10.1111/hel.12841,2021.0,Application of molecular techniques in Helicobacter pylori detection: limitations and improvements,Helicobacter,21,exclude,"Human clinical H. pylori detection methods, no hybridization between organisms or host-microbiome genetics",0.98,True,False,s2
10.1080/19490976.2022.2125737,2022.0,Visualizing germination of microbiota endospores in the mammalian gut,Gut microbes,6,exclude,"Mouse gut microbiota FISH/germination methodology, no hybridization zone, no host genetics or hybrid comparison",0.97,True,False,s2
10.1016/j.vetmic.2013.12.012,2013.0,"Staphylococcus warneri, a resident skin commensal of rainbow trout (Oncorhynchus mykiss) with pathobiont characteristics",Veterinary Microbiology,44,exclude,"Trout skin commensal study, no hybridization, host genetics, or hybrid zone comparison",0.95,True,False,s2
10.1186/1756-0500-7-166,2014.0,Molecular analysis of infant fecal microbiota in an Asian at-risk cohort–correlates with infant and childhood eczema,BMC Research Notes,39,exclude,"Human infant fecal microbiome/eczema study; FISH technique used, no hybridization zone or host genetics link",0.98,True,False,s2
10.1002/anie.202004703,2020.0,Quantification of Bacterial Metabolic Activities in the Gut by D-Amino Acid-based in vivo Labeling.,Angewandte Chemie,45,exclude,"Mouse gut microbiota metabolic labeling method, unrelated to hybridization or host genetics/ancestry",0.97,True,False,s2
10.1093/jas/skab054.143,2021.0,"183 Effects of Protein Supplementation on the Gut Bacterial Community Composition of Hybrid Striped Bass, Morone Chrysops X M. Saxatilis",Journal of Animal Science,1,exclude,"Aquaculture feed study on gut bacteria, no natural hybrid zone or host-genetics question",0.96,True,False,s2
10.3389/fmicb.2016.01163,2016.0,"Characterization of Chemosynthetic Microbial Mats Associated with Intertidal Hydrothermal Sulfur Vents in White Point, San Pedro, CA, USA",Frontiers in Microbiology,12,exclude,"Microbial mat/hydrothermal vent ecology, no host organism, hybridization, or genetic microbiome control involved",0.98,True,False,s2
10.1093/jambio/lxac069,2022.0,"Oligofructose, 2'fucosyllactose and β-glucan in combination induce specific changes in microbial composition and short-chain fatty acid production compared to sole supplementation.",Journal of Applied Microbiology,5,exclude,"In vitro human gut prebiotic fermentation study, no hybridization, no host genetics link",0.98,True,False,s2
10.1016/j.syapm.2021.126269,2021.0,Specific detection and quantification of the marine flavobacterial genus Zobellia on macroalgae using novel qPCR and CARD-FISH assays.,Systematic and Applied Microbiology,12,exclude,"CARD-FISH/qPCR detection of algae-associated bacterium, technical molecular hybridization, not host hybrid microbiome study",0.97,True,False,s2
10.1155/2023/7369034,2023.0,Liver Microbiome in Healthy Rats: The Hidden Inhabitants of Hepatocytes,Cellular Microbiology,4,exclude,"Liver microbiome in healthy rats, no hybridization, no host genetics or hybrid comparison",0.97,True,False,s2
10.1186/s40168-025-02319-z,2026.0,Intracellular microbial signals in the gastrointestinal tract of dairy cattle,Microbiome,0,exclude,"Dairy cattle GIT microbiome study, no hybridization zone, no host genetic ancestry-microbiome link",0.97,True,False,s2
10.1248/jhs.56.321,2010.0,Oligonucleotide Probes for Phylogenetic Detection of Waterborne Bacteria,Journal of Health Science,8,exclude,"Molecular hybridization (probes/FISH) of waterborne bacteria, not host-organism hybridization or microbiome study",0.98,True,False,s2
,2025.0,A Bayesian Multivariate Spatial Point Pattern Model: Application to Oral Microbiome FISH Image Data.,arXiv.org,1,exclude,"FISH imaging of human oral biofilm, technical hybridization sense, no host hybridization/genetics link",0.98,True,True,s2
10.1007/s00253-014-5868-3,2014.0,Investigating bacterial populations in styrene-degrading biofilters by 16S rDNA tag pyrosequencing,Applied Microbiology and Biotechnology,33,exclude,"Biofilter microbial ecology, no host, no hybridization between organisms; FISH is molecular hybridization technique",0.98,True,False,s2
10.3390/microorganisms13030538,2025.0,Microbiome and Microbiota Within Wineries: A Review,Microorganisms,8,exclude,"Winery microbiome review; no host hybridization, no animal/plant hybrid microbiota, unrelated topic",0.98,True,False,s2
10.1086/bblv220n2p118,2011.0,"Phylogenetic Characterization of Episymbiotic Bacteria Hosted by a Hydrothermal Vent Limpet (Lepetodrilidae, Vetigastropoda)",The Biological Bulletin,9,exclude,"Symbiose gastéropode-bactérie, FISH moléculaire, pas d'hybridation entre organismes ni zone d'hybridation naturelle",0.95,True,False,s2
10.1128/aem.02569-18,2019.0,Low Temperature and Neutral pH Define “Candidatus Nitrotoga sp.” as a Competitive Nitrite Oxidizer in Coculture with Nitrospira defluvii,Applied and Environmental Microbiology,40,exclude,"Bactérioplancton de bioréacteur (nitrification), pas de microbiote d'hôte ni hybridation d'organismes",0.98,True,False,s2
10.7717/peerj.9326,2020.0,Microbial community analysis in the gills of abalones suggested possible dominance of epsilonproteobacterium in Haliotis gigantea,PeerJ,11,exclude,"Abalone gill microbiota across species, no hybridization/hybrid zone or host genetic-ancestry link studied",0.95,True,False,s2
10.1038/s41598-021-88658-x,2021.0,Uncovering the hidden bacterial ghost communities of yeast and experimental evidences demonstrates yeast as thriving hub for bacteria,Scientific Reports,12,exclude,"Yeast endobacteria study; no hybridization zone, no host genetics, uses FISH not organismal hybridization",0.97,True,False,s2
10.1093/jimmun/vkag141.1331,2026.0,Organized mucosal associated lymphoid tissue is present in the nurse shark spiral valve 2306433,Journal of Immunology,0,exclude,"Shark immune tissue histology, not hybrid microbiome or host-microbiota genetics study",0.98,True,False,s2
10.3382/ps/pez483,2019.0,Effects of dietary inulin supplementation on the composition and dynamics of cecal microbiota and growth-related parameters in broiler chickens,Poultry Science,42,exclude,"Aquaculture/poultry diet study on prebiotics and growth, no hybridization or host genetics question",0.98,True,False,s2
10.32747/2006.7591733.bard,2006.0,Biocomplexity and Selective modulation of whitefly symbiotic composition,,0,exclude,"Whitefly symbiont diversity/biotypes study, not a natural hybridization zone between host species or hybrid microbiome comparison",0.93,True,False,s2
10.1093/ofid/ofab466.1195,2021.0,1001. Chronic Colonization with Toxigenic Clostridioides difficile Strains Drives Colonic Tumorigenesis in Mice,Open Forum Infectious Diseases,0,exclude,"Mouse model of C. difficile-driven colorectal cancer; no hybridization, no host genetics-microbiome link",0.98,True,False,s2
10.1371/journal.pone.0136658,2015.0,Unravelling the Bacterial Vaginosis-Associated Biofilm: A Multiplex Gardnerella vaginalis and Atopobium vaginae Fluorescence In Situ Hybridization Assay Using Peptide Nucleic Acid Probes,PLoS ONE,101,exclude,"FISH probe technique for human vaginosis bacteria; molecular hybridization sense, no host-organism hybridization or 16S microbiota context",0.98,True,False,s2
10.1128/aem.01485-24,2025.0,Diversity and abundance of filamentous and non-filamentous “Leptothrix” in global wastewater treatment plants,Applied and Environmental Microbiology,6,exclude,"Wastewater microbial community study, no host, no hybridization between organisms, unrelated topic",0.98,True,False,s2
10.1128/aem.71.12.8683-8691.2005,2005.0,"Investigation of an Acetate-Fed Denitrifying Microbial Community by Stable Isotope Probing, Full-Cycle rRNA Analysis, and Fluorescent In Situ Hybridization-Microautoradiography",Applied and Environmental Microbiology,192,exclude,"Wastewater denitrifying microbial community study; molecular FISH technique, no host, no hybridization between organisms",0.98,True,False,s2
10.61976/fsu2024.03.130,2024.0,"Effect of the complex of probiotic microorganisms of the genus Bacillus on the growth, histological structure of intestines and the resistance of sturgeon hybrid juveniles",Ribogospodarsʹka Nauka Ukraïni,0,exclude,"Aquaculture probiotic study on hybrid sturgeon growth, no evolutionary host-genetics/hybridization-zone microbiome question",0.97,True,False,s2
10.2527/jas.2010-3032,2011.0,"Effects of dietary antibiotic growth promoter and Saccharomyces cerevisiae fermentation product on production, intestinal bacterial community, and nonspecific immunity of hybrid tilapia (Oreochromis niloticus female x Oreochromis aureus male).",Journal of Animal Science,92,exclude,"Aquaculture growth/probiotic study, no natural hybrid zone or host-genetic microbiome question",0.97,True,False,s2
10.1186/s13073-021-00919-6,2021.0,Circulating bacterial signature is linked to metabolic disease and shifts with metabolic alleviation after bariatric surgery,Genome Medicine,25,exclude,"Human clinical microbiome study on bariatric surgery, unrelated to hybridization or host genetics",0.98,True,False,s2
10.3389/fmicb.2017.02550,2017.0,The Biogeographical Distribution of Benthic Roseobacter Group Members along a Pacific Transect Is Structured by Nutrient Availability within the Sediments and Primary Production in Different Oceanic Provinces,Frontiers in Microbiology,20,exclude,"Sediment bacterioplankton study, no host organism or hybridization involved",0.98,True,False,s2
10.1038/s41598-024-72918-7,2024.0,Intratumoral microbiota as a novel prognostic indicator in bladder cancer,Scientific Reports,11,exclude,"Human bladder cancer intratumoral microbiota, clinical study, no hybridization or host genetics relevance",0.98,True,False,s2
10.1007/s13213-014-0880-5,2014.0,"Biodegradation of 2,4-dinitrotoluene (DNT) by Arthrobacter sp. K1 isolated from a crude oil contaminated soil",Annals of Microbiology,21,exclude,"FISH molecular hybridization and soil bioremediation study, unrelated to host-microbiome hybridization zones",0.98,True,False,s2
10.1021/acs.analchem.6c00243,2026.0,CommAST Enables Antibiotic Susceptibility Testing at the Gut Microbiota Community Level.,Analytical Chemistry,0,exclude,"Human gut microbiota antibiotic testing method; no hybridization zone, host genetics, or fish tissue comparison",0.98,True,False,s2
10.4319/lom.2004.2.303,2004.0,Composition of estuarine bacterial communities assessed by denaturing gradient gel electrophoresis and fluorescence in situ hybridization,Limnology and Oceanography: Methods,48,exclude,"Free-living estuarine bacterioplankton methods comparison, no host, molecular FISH not organismal hybridization",0.97,True,False,s2
10.1016/j.syapm.2018.04.005,2018.0,"Photobacterium malacitanum sp. nov., and Photobacterium andalusiense sp. nov., two new bacteria isolated from diseased farmed fish in Southern Spain.",Systematic and Applied Microbiology,17,exclude,"Aquaculture pathogen taxonomy from diseased farmed fish, no hybridization, no host-microbiome evolutionary question",0.97,True,False,s2
10.1016/j.syapm.2018.04.003,2018.0,Development of a 16S rRNA-targeted fluorescence in situ hybridization probe for quantification of the ammonia-oxidizer Nitrosotalea devanaterra and its relatives.,Systematic and Applied Microbiology,5,exclude,"FISH probe method for soil archaea; molecular hybridization sense, no host microbiote or hybrid zone",0.98,True,False,s2
10.3390/fishes11040197,2026.0,Pectin of Olecranon Honey Peach Effects on Intestinal Health and the Mechanisms Involved in Hybrid Grouper (Epinephelus lanceolatus♂ × Epinephelus fuscoguttatus♀),Fishes,0,exclude,"Aquaculture feed additive study on hybrid grouper growth/health, no evolutionary hybrid-zone microbiote question",0.96,True,False,s2
10.1039/c1lc20151d,2011.0,Microfluidic fluorescence in situ hybridization and flow cytometry (µFlowFISH),Lab on a Chip,61,exclude,"Technical FISH molecular hybridization method, not organismal hybridization or host microbiota study",0.98,True,False,s2
10.1128/msystems.01125-25,2025.0,Diverse Patescibacteria assemblages and prevalence of ultra-small free-living Parcubacteria along a subterranean estuary,mSystems,4,exclude,"Groundwater/estuary microbial community study, no host organism or hybridization involved",0.98,True,False,s2
10.1186/s40168-025-02238-z,2025.0,ProFiT-SPEci-FISH: a novel approach for linking plasmids to hosts in complex microbial communities at the single-cell level,Microbiome,2,exclude,FISH probe method for plasmid-host tracking in microbiome; not animal hybridization or hybrid zone microbiota,0.98,True,False,s2
10.15403/jgld-497,2020.0,Non-alcoholic Steatohepatitis: Comparison of Intestinal Microbiota between Different Metabolic Profiles. A Pilot Study.,Journal of Gastrointestinal and Liver Diseases,10,exclude,"Human clinical NASH microbiota study, unrelated to hybridization or host genetics; also uses FISH technique",0.98,True,False,s2
10.1080/19490976.2021.1960134,2021.0,Imaging the in vivo growth patterns of bacteria in human gut Microbiota,Gut microbes,19,exclude,"Human gut microbiota imaging study, clinical/methodological, no hybridization or host genetics link",0.98,True,False,s2
10.3389/fmicb.2021.686929,2021.0,"Taxonomy and Molecular Phylogeny of Two New Species of Prostomatean Ciliates With Establishment of Foissnerophrys gen. n. (Alveolata, Ciliophora)",Frontiers in Microbiology,10,exclude,"Ciliate taxonomy/phylogeny using FISH molecular hybridization, not animal hybrid zone microbiome study",0.97,True,False,s2
10.1371/journal.pone.0049280,2012.0,Fluorescent In Situ Hybridization: A New Tool for the Direct Identification and Detection of F. psychrophilum,PLoS ONE,14,exclude,"FISH molecular hybridization technique for pathogen detection, not host-hybrid microbiome study",0.98,True,False,s2
10.1093/neuonc/noaf193.452,2025.0,P13.11.B INTRATUMORAL LACTOBACILLUS INTESTINALIS-DERIVED METABOLITE ATTENUATES MENINGIOMA MALIGNANCY BY SUPPRESSING ONCOGENIC PATHWAYS AND REPROGRAMMING THE IMMUNE MICROENVIRONMENT,Neuro-Oncology,0,exclude,"Human tumor microbiome study, unrelated to fish hybridization or host genetic control of microbiota",0.98,True,False,s2
10.3390/genes10050349,2019.0,"Obesity, Xenobiotic Intake and Antimicrobial-Resistance Genes in the Human Gastrointestinal Tract: A Comparative Study of Eutrophic, Overweight and Obese Individuals",Genes,29,exclude,"Human clinical gut microbiome/obesity study, unrelated to hybridization or host genetics",0.98,True,False,s2
10.1111/lam.12278,2014.0,16S rRNA‐targeted oligonucleotide probes for direct detection of Propionibacterium freudenreichii in presence of Lactococcus lactis with multicolour fluorescence in situ hybridization,Letters in Applied Microbiology,9,exclude,"FISH molecular hybridization technique for bacterial detection, not organismal hybridization or host microbiota study",0.98,True,False,s2
10.3389/fmicb.2015.00243,2015.0,Phenotypic heterogeneity in metabolic traits among single cells of a rare bacterial species in its natural environment quantified with a combination of flow cell sorting and NanoSIMS,Frontiers in Microbiology,75,exclude,"Free-living lake bacterium study, no animal/plant host, no hybridization zone or microbiome-host genetics",0.98,True,False,s2
10.1111/omi.12494,2025.0,Shining Light on Oral Biofilm Fluorescent in situ Hybridization (FISH): Probing the accuracy of in situ biogeography studies,Molecular Oral Microbiology,1,exclude,"FISH probe technique study on oral biofilm, not organismal hybridization or host microbiote of hybrid zones",0.98,True,False,s2
10.1264/jsme2.me17028,2017.0,Spatiotemporal Dynamics of Total Viable Vibrio spp. in a NW Mediterranean Coastal Area,Microbes and Environments,10,exclude,"FISH technique in seawater vibrio study, not host microbiota or hybridization between organisms",0.98,True,False,s2
10.1177/0300985819891259,2020.0,Bacterial Biogeography of the Colon in Dogs With Chronic Inflammatory Enteropathy,Veterinary Pathology-Supplement,31,exclude,"FISH-based dog colon microbiota study; clinical CIE, no hybridization between organisms, technical FISH probes only",0.97,True,False,s2
10.1086/bblv218n1p95,2010.0,Subcuticular Bacteria Associated With Two Common New Zealand Echinoderms: Characterization Using 16S rRNA Sequence Analysis and Fluorescence in situ Hybridization,The Biological Bulletin,15,exclude,"FISH here is molecular hybridization technique on echinoderm symbionts, not host hybridization/hybrid zone microbiome study",0.96,True,False,s2
10.51415/10321/4110,,The prevalence of selected emerging pathogenic species in wastewater and receiving water bodies,,3,exclude,"Environmental water/wastewater bacterial pathogens, no host organism or hybridization involved",0.98,True,False,s2
10.1099/ijsem.0.006369,2024.0,"Flavobacterium acetivorans sp. nov. and Flavobacterium galactosidilyticum sp. nov., psychrotolerant flavobacteria isolated from cultivated fish.",International Journal of Systematic and Evolutionary Microbiology,0,exclude,"Taxonomic description of Flavobacterium species from aquaculture, no hybridization or host-microbiome question",0.97,True,False,s2
10.1038/s41598-021-00699-4,2021.0,Selenium-enriched Bacillus subtilis yb-114246 improved growth and immunity of broiler chickens through modified ileal bacterial composition,Scientific Reports,24,exclude,"Aquaculture/poultry feed study on probiotics and growth, no hybridization or host genetics context",0.97,True,False,s2
10.1007/s13213-013-0665-2,2013.0,Assessment of the bacterial community structure in a Brazilian clay soil treated with atrazine,Annals of Microbiology,17,exclude,"Soil bacterial community via FISH, no host, no animal/plant hybridization; excluded categories apply",0.98,True,False,s2
10.3389/fmicb.2022.1031064,2022.0,Soil composition and rootstock genotype drive the root associated microbial communities in young grapevines,Frontiers in Microbiology,43,exclude,"Grapevine rootstock genotype/soil study, agronomic focus, not hybridization zone or hybrid microbiome comparison",0.92,True,False,s2
10.1097/00005176-200001000-00019,2000.0,Analysis of intestinal flora development in breast-fed and formula-fed infants by using molecular identification and detection methods.,Journal of Pediatric Gastroenterology and Nutrition - JPGN,1382,exclude,"Human infant gut flora study, no hybridization zone, no host genetics, uses FISH not hybrid organisms",0.97,True,False,s2
10.1080/02772241003620244,2010.0,Fluorescence in situ hybridization in soil and water ecosystems: A useful method for studying the effect of xenobiotics on bacterial community structure,Toxicological & Environmental Chemistry,38,exclude,"FISH molecular hybridization method paper, not organismal hybridization or host microbiome study",0.95,False,False,s2
10.1186/1471-2180-10-261,2010.0,Planctomycetes dominate biofilms on surfaces of the kelp Laminaria hyperborea,BMC Microbiology,227,exclude,"Kelp surface biofilm study, no hybridization zone or hybrid host, not fish microbiome",0.97,True,False,s2
10.1007/s00253-002-1074-9,2002.0,Microbial community changes during organic solid waste treatment analyzed by double gradient-denaturing gradient gel electrophoresis and fluorescence in situ hybridization,Applied Microbiology and Biotechnology,82,exclude,"Waste treatment microbial ecology using FISH/DGGE, no host organism or hybridization between organisms",0.98,True,False,s2
10.3390/fishes8040179,2023.0,"Description of a Novel Fish Pathogen, Plesiomonas shigelloides subsp. oncorhynchi, Isolated from Rainbow Trout (Oncorhynchus mykiss): First Genome Analysis and Comparative Genomics",Fishes,22,exclude,"Fish pathogen genomics, not hybrid microbiota; not hybridization between organisms, no host-microbiome ecology",0.97,True,False,s2
10.5454/mi.7.4.2,2013.0,In Vitro Modulation of Human Intestinal Microbiota by Mannoligosaccharides Synthesized from Amorphophallus muelleri Glucomannan,Microbiology Indonesia,3,exclude,"Human intestinal microbiota, prebiotic/FISH study, no hybridization or host genetics relevance",0.98,True,False,s2
10.1016/j.ttbdis.2022.102005,2022.0,Growth dynamics and tissue localization of a Coxiella-like endosymbiont in the tick Haemaphysalis longicornis.,Ticks and Tick-borne Diseases,11,exclude,"Tick endosymbiont dynamics, no hybridization/hybrid zone or host genotype-microbiome question",0.95,True,False,s2
10.1158/1538-7445.am2025-6534,2025.0,Abstract 6534: Bacterial infection as a modulator of tumor growth in ovarian cancer,Cancer Research,0,exclude,"Human ovarian cancer microbiome study using FISH, unrelated to hybridization or host genetics",0.98,True,False,s2
10.1007/s10653-026-03028-8,2026.0,Potential risk assessment of different sizes of microplastics on the digestive system of hybrid sturgeon,Environmental Geochemistry and Health,0,exclude,"Microplastic toxicology in hybrid sturgeon gut microbiota, no hybridization zone/ancestry comparison to parental species",0.95,True,False,s2
10.1638/2025-0057,2026.0,PREVALENCE OF DIGITAL DERMATITIS IN EUROPEAN BISON (BISON BONASUS) IN SWITZERLAND AND REFERENCE TO OTHER EUROPEAN COUNTRIES.,Journal of zoo and wildlife medicine,0,exclude,Disease study of bison digital dermatitis; not hybridization zone or host-microbiome heritability topic,0.98,True,False,s2
10.1002/mbo3.36,2012.0,Abundance and short-term temporal variability of fecal microbiota in healthy dogs,MicrobiologyOpen,103,exclude,"Dog fecal microbiota temporal study, uses FISH technique, no hybridization zone or hybrid hosts involved",0.97,True,False,s2
10.1111/jfd.13512,2021.0,"PCR, in-situ hybridization, and phylogenetic analysis suggest that 'big belly' disease in barramundi, Lates calcarifer (Bloch), is caused by a novel Vibrio species.",Journal of Fish Diseases,18,exclude,"Aquaculture fish disease study using in-situ hybridization technique, not organism hybridization or hybrid zone microbiome",0.97,True,False,s2
10.3390/ani14192833,2024.0,Unveiling Insights into the Whole Genome Sequencing of Mycobacterium spp. Isolated from Siamese Fighting Fish (Betta splendens),Animals,6,exclude,"Pathogen genomics of Mycobacterium in fish, not hybrid host microbiome or hybridization zone study",0.97,True,False,s2
10.1016/j.mimet.2005.02.009,2005.0,"Advantages of peptide nucleic acid oligonucleotides for sensitive site directed 16S rRNA fluorescence in situ hybridization (FISH) detection of Campylobacter jejuni, Campylobacter coli and Campylobacter lari.",Journal of Microbiological Methods,62,exclude,"FISH molecular hybridization technique for pathogen detection, not organismal hybridization or host microbiome",0.98,True,False,s2
10.1371/journal.pone.0226780,2019.0,Glucocorticoid and dietary effects on mucosal microbiota in canine inflammatory bowel disease,PLoS ONE,36,exclude,"Canine IBD clinical study using FISH, no hybridization zone or host genetics-microbiome link",0.97,True,False,s2
10.3389/fphar.2019.00826,2019.0,"An Integrated Approach to Characterize Intestinal Metabolites of Four Phenylethanoid Glycosides and Intestinal Microbe-Mediated Antioxidant Activity Evaluation In Vitro Using UHPLC-Q-Exactive High-Resolution Mass Spectrometry and a 1,1-Diphenyl-2-picrylhydrazyl-Based Assay",Frontiers in Pharmacology,31,exclude,"Chemistry/pharmacology metabolite study, no hybridization, no host genetics, unrelated to fish hybrid microbiome question",0.98,True,False,s2
10.1128/msystems.00150-18,2018.0,Marine Sponges as Chloroflexi Hot Spots: Genomic Insights and High-Resolution Visualization of an Abundant and Diverse Symbiotic Clade,mSystems,95,exclude,"Marine sponge symbiont genomics, no hybridization/host genetics, unrelated topic (FISH is imaging technique, not organismal hybridization)",0.98,True,False,s2
10.1038/ismej.2015.145,2015.0,Activity and interactions of methane seep microorganisms assessed by parallel transcription and FISH-NanoSIMS analyses,The ISME Journal,62,exclude,"Methane seep microbial ecology, no host organism, no hybridization or fish microbiote relevance",0.98,True,False,s2
10.1016/j.fsi.2019.11.055,2019.0,"Effect of starvation and refeeding on growth, gut microbiota and non-specific immunity in hybrid grouper (Epinephelus fuscoguttatus♀×E. lanceolatus♂).",Fish and Shellfish Immunology,63,exclude,"Aquaculture study on starvation/growth/immunity in farmed hybrid grouper, no hybridization zone or host genetics question",0.95,True,False,s2
10.64898/2026.02.26.708344,2026.0,Cross hybridization Inference for Phylogenetic Resolution (CIPHR)-FISH enables microbiome imaging with strain level taxonomic resolution,bioRxiv,0,exclude,"FISH technical hybridization method paper on zebrafish microbiome imaging, not host hybridization/hybrid zone study",0.95,True,True,s2
10.3389/fmars.2021.606818,2021.0,Microscopic and Genetic Characterization of Bacterial Symbionts With Bioluminescent Potential in Pyrosoma atlanticum,Frontiers in Marine Science,7,exclude,"Bioluminescent symbiont study of tunicate light organs, no hybridization or host-microbiome genetic partitioning relevance",0.96,True,False,s2
10.1021/acs.est.9b01017,2019.0,Rapid and Sensitive Quantification of Anammox Bacteria by Flow Cytometric Analysis Based on Catalyzed Reporter Deposition Fluorescence In Situ Hybridization.,Environmental Science and Technology,11,exclude,"FISH molecular hybridization technique for anammox bacteria quantification, not host-organism hybridization or holobiont study",0.98,True,False,s2
10.1016/j.fsi.2020.05.054,2020.0,"Use of a paraprobiotic and postbiotic feed supplement (HWF™) improves the growth performance, composition and function of gut microbiota in hybrid sturgeon (Acipenser baerii x Acipenser schrenckii).",Fish and Shellfish Immunology,58,exclude,"Aquaculture probiotic/growth study on hybrid sturgeon, no evolutionary or hybridization-zone microbiota question",0.95,True,False,s2
10.1186/1471-2180-11-73,2011.0,Community analysis of bacteria colonizing intestinal tissue of neonates with necrotizing enterocolitis,BMC Microbiology,101,exclude,"Human clinical NEC intestinal microbiome study, unrelated to hybridization or host genetics/hybrid microbiota",0.98,True,False,s2
10.1002/ece3.70369,2024.0,Symbiont Acquisition Strategies in Post‐Settlement Stages of Two Co‐Occurring Deep‐Sea Rimicaris Shrimp,Ecology and Evolution,3,exclude,"Symbiont acquisition in two co-occurring shrimp species, no hybridization or hybrid zone context",0.95,True,False,s2
10.1099/ijsem.0.003391,2019.0,"Flavobacterium piscinae sp. nov., isolated from a fish pond.",International Journal of Systematic and Evolutionary Microbiology,3,exclude,"Taxonomic description of a novel bacterial species from a fish pond, no host microbiote/hybridization study",0.98,True,False,s2
10.1167/iovs.66.9.71,2025.0,Achromobacter in the Conjunctival Sac Microbiota: Potential Association With Acanthamoeba Keratitis Related to Orthokeratology Lenses,Investigative Ophthalmology and Visual Science,2,exclude,"Human conjunctival microbiota/keratitis study, unrelated to hybridization or host genetics; uses FISH molecular hybridization",0.98,True,False,s2
10.3389/fmars.2022.976255,2022.0,Shallow-water hydrothermal vent system as an extreme proxy for discovery of microbiome significance in a crustacean holobiont,Frontiers in Marine Science,15,exclude,Crustacean holobiont in extreme vent habitat; no hybridization zone or hybrid vs parental microbiome comparison,0.96,True,False,s2
10.3390/md18050278,2020.0,Puffer Fish Gut Microbiota Studies Revealed Unique Bacterial Co-Occurrence Patterns and New Insights on Tetrodotoxin Producers,Marine Drugs,19,exclude,"Focus on TTX biosynthesis/toxicity in puffer fish gut microbiota, not hybridization zone or host genetic control of assembly",0.93,True,False,s2
10.1111/odi.14376,2022.0,Capnocytophaga gingivalis is a Potential Tumor Promotor in Oral Cancer.,Oral Diseases,48,exclude,"Human oral cancer microbiome study using FISH; unrelated to hybridization, host genetics, or fish tissue microbiota",0.98,True,False,s2
10.1038/s43856-025-00876-w,2025.0,Bacillus cereus is a key microbial determinant of intractable otitis media with effusion,Communications Medicine,2,exclude,"Human clinical middle ear microbiome study, no hybridization or host genetics context",0.98,True,False,s2
10.56577/sm-2023.2936,2023.0,"Linking Genomes and Geochemistry in Extreme Environments Across the Greater Valles Caldera Ecosystem, New Mexico","New Mexico Geological Society, 2023 Annual Spring Meeting, Proceedings Volume, Theme: ""Geological responses to wildfires""",0,exclude,"Environmental geothermal microbiology, no host organism, no hybridization between organisms",0.98,True,False,s2
10.1016/j.aqrep.2016.03.001,2016.0,Isolation of probiotic bacteria from the hybrid South American catfish Pseudoplatystoma reticulatum × Pseudoplatystoma corruscans (Siluriformes: Pimelodidae): A haematological approach,Aquaculture Reports,26,exclude,"Aquaculture probiotic screening in hybrid catfish, no evolutionary or host-genetics hybridization question",0.95,True,False,s2
10.1186/s12967-025-07543-7,2025.0,Intratumoral Collinsella aerofaciens exhibits antitumor activity in endometrial carcinoma through activation of the p53 signaling pathway,Journal of Translational Medicine,2,exclude,"Human clinical cancer microbiome study, unrelated to hybridization, host genetics, or fish tissue comparison",0.98,True,False,s2
10.1038/s41586-020-2983-4,2020.0,Highly Multiplexed Spatial Mapping of Microbial Communities,Nature,192,exclude,"FISH technical hybridization method, mouse/oral microbiome imaging, unrelated to host hybrid zones or ancestry-microbiome links",0.97,True,False,s2
10.1016/j.watres.2018.03.040,2018.0,"Transformation, CO2 formation and uptake of four organic micropollutants by carrier-attached microorganisms.",Water Research,30,exclude,"Wastewater biofilm micropollutant degradation study, no host organism or hybridization involved",0.98,True,False,s2
10.3390/microorganisms9051032,2021.0,"Effects of a Bioprocessed Soybean Meal Ingredient on the Intestinal Microbiota of Hybrid Striped Bass, Morone chrysops x M. saxatilis",Microorganisms,10,exclude,"Aquaculture feed/probiotic study on hybrid fish diet, no evolutionary or hybridization-zone question",0.95,True,False,s2
10.3897/aca.6.e108170,2023.0,Characterization of DNA Degrading Microorganisms from Dewar Creek Hot Springs in Western Canada,ARPHA Conference Abstracts,0,exclude,"Hot spring environmental microbiology, no host organism or hybridization involved",0.98,True,False,s2
10.1038/ismej.2014.156,2014.0,Functionally relevant diversity of closely related Nitrospira in activated sludge,The ISME Journal,172,exclude,"Nitrospira in wastewater treatment plants; no host, no hybridization, FISH is molecular hybridization not organismal",0.98,True,False,s2
10.3390/ani12091101,2022.0,"Vibrio metschnikovii, a Potential Pathogen in Freshwater-Cultured Hybrid Sturgeon",Animals,19,exclude,"Aquaculture pathogen disease study, no hybridization zone or host-microbiome evolutionary question addressed",0.97,True,False,s2
10.1016/j.watres.2017.05.016,2017.0,Biofilm formation and granule properties in anaerobic digestion at high salinity.,Water Research,107,exclude,"Anaerobic digestion biofilm/granules, no host organism, FISH is molecular hybridization technique not organismal hybridization",0.98,True,False,s2
10.1016/j.scitotenv.2023.164130,2023.0,Insights into simultaneous nitrogen and phosphorus removal in biofilm: The overlooked comammox Nitrospira and the positive role of glycogen-accumulating organisms.,Science of the Total Environment,19,exclude,"Wastewater biofilm microbial ecology; no host organism, hybridization, or holobiont relevance",0.98,True,False,s2
10.1128/aem.64.9.3336-3345.1998,1998.0,Variations of Bacterial Populations in Human Feces Measured by Fluorescent In Situ Hybridization with Group-Specific 16S rRNA-Targeted Oligonucleotide Probes,Applied and Environmental Microbiology,1139,exclude,"FISH molecular hybridization technique on human feces, not organism hybridization or hybrid zone microbiome",0.98,True,False,s2
